hours_studied,attendance,homework_completion,previous_scores,sleep_duration,passed
25.04,70.69,67.69,93.16,6.19,1
19.06,93.62,95.3,47.08,6.1,1
11.25,76.34,32.72,76.33,6.24,0
31.33,99.29,74.08,61.45,8.33,1
22.17,98.54,42.23,83.18,8.87,1
13.96,51.41,17.8,44.8,9.62,0
37.48,58.72,21.17,87.55,4.14,1
39.06,91.92,25.18,88.13,5.75,1
8.11,68.22,50.71,53.79,8.23,0
39.16,62.33,77.32,49.74,8.41,1
23.92,76.83,93.6,78.36,9.27,1
35.14,83.59,10.42,78.97,5.21,1
12.37,65.79,81.54,57.21,4.14,0
2.82,93.01,31.07,72.52,9.15,0
1.49,75.05,39.69,92.93,6.59,0
17.81,61.58,55.81,70.22,4.6,0
1.18,83.74,73.48,46.43,9.13,0
18.37,73.51,17.89,92.56,6.31,0
30.01,57.56,32.32,50.07,6.78,0
27.07,53.63,44.58,74.51,9.34,0
29.55,80.21,56.96,88.54,9.69,1
24.19,53.22,82.25,88.02,8.15,1
38.21,98.67,50.37,55.46,8.6,1
10.36,60.2,20.05,72.76,5.33,0
36.25,99.33,31.09,72.53,4.42,1
39.29,66.05,64.58,67.27,7.06,1
1.14,96.35,27.0,97.84,4.17,0
17.81,81.81,21.88,63.34,4.14,0
27.37,54.8,29.11,56.57,6.49,0
24.97,62.82,42.63,78.89,7.79,1
39.58,69.6,30.44,84.56,9.79,1
26.75,71.0,73.83,45.5,6.09,1
25.08,78.2,80.64,75.27,4.22,0
37.13,79.74,4.22,40.71,6.31,0
36.18,65.53,45.95,44.69,5.57,0
33.53,54.44,27.26,84.86,6.55,1
16.89,84.55,39.02,88.42,4.36,0
28.2,73.13,18.69,49.87,9.59,0
38.28,84.19,6.7,83.7,7.35,1
10.36,78.42,63.81,45.18,4.43,0
20.03,50.32,96.23,97.95,6.26,1
30.55,90.12,73.49,42.81,8.26,1
24.31,88.41,97.94,43.48,8.76,1
31.57,70.17,96.53,54.44,9.4,1
11.3,89.08,35.37,61.91,9.16,1
6.1,50.85,73.83,68.04,4.61,0
19.38,71.3,81.39,61.91,6.73,1
26.93,71.24,46.95,44.64,6.27,1
24.3,59.81,32.15,81.98,8.61,0
24.82,60.96,93.36,59.1,9.43,0
4.61,52.4,4.79,79.48,9.94,0
20.16,82.89,39.71,78.74,4.91,1
8.9,97.92,97.73,83.79,8.06,1
28.72,96.31,13.2,73.46,5.7,1
22.78,60.02,4.65,68.33,9.34,0
24.43,77.05,34.12,47.59,5.56,0
24.23,89.73,7.88,64.92,9.22,1
12.94,66.55,58.75,60.02,6.97,1
4.25,58.76,61.69,49.88,8.47,0
17.11,51.05,81.51,47.34,4.2,0
12.61,86.92,99.56,55.93,5.87,1
23.22,63.54,2.95,89.42,9.58,0
9.7,59.43,59.6,74.56,7.87,0
9.72,94.94,82.84,79.85,6.79,1
13.68,91.35,68.17,45.57,8.52,0
7.76,89.74,15.34,61.06,6.91,0
16.68,52.8,61.5,88.94,4.51,0
33.14,96.43,18.64,76.23,5.0,1
34.23,72.52,91.92,44.41,9.64,1
5.22,62.77,97.15,69.95,6.39,0
13.9,86.58,65.53,67.69,6.27,1
24.92,51.86,55.04,67.83,7.08,0
9.85,57.39,13.51,79.94,8.19,0
36.86,71.17,78.15,73.46,4.38,1
28.56,98.58,81.2,84.04,7.12,1
9.59,51.69,35.57,49.39,7.58,0
5.16,53.09,64.41,93.49,6.15,0
3.88,55.81,21.97,90.8,4.81,0
8.33,64.91,92.44,49.47,7.44,0
16.43,63.08,8.68,48.87,5.04,0
30.28,58.51,70.87,84.84,5.47,1
6.5,85.22,74.43,66.83,8.7,1
2.42,86.34,70.66,53.01,7.47,0
35.78,69.58,76.35,85.94,7.4,1
14.08,76.98,96.06,51.85,5.17,0
13.88,78.94,41.98,56.11,4.42,0
21.48,91.12,20.09,91.32,8.58,0
17.37,71.01,12.97,86.8,5.06,0
12.51,95.18,7.87,90.88,6.23,1
28.91,90.73,46.11,72.69,8.05,1
31.89,77.18,10.84,63.77,6.46,1
33.22,64.47,82.59,66.9,6.8,1
31.03,86.51,48.65,51.73,5.45,1
27.93,84.98,82.25,76.11,4.27,1
8.53,57.33,65.13,81.74,6.39,0
29.53,95.24,92.1,71.0,8.41,1
11.71,59.52,84.16,50.76,8.82,0
29.15,53.23,27.75,99.06,7.94,0
4.82,50.17,70.24,74.66,7.6,0
17.5,88.37,89.79,74.82,7.81,1
16.33,50.16,52.15,66.99,8.91,0
2.43,62.41,74.21,78.02,6.6,0
35.48,98.6,4.81,97.32,5.74,1
27.38,55.17,62.77,96.2,8.73,1
31.35,79.41,73.58,48.99,8.9,0
26.96,52.84,55.74,65.42,6.25,0
14.38,73.11,27.91,93.32,5.2,0
20.76,81.1,93.92,51.79,6.02,1
6.02,76.57,45.99,85.2,9.39,0
7.3,83.5,55.55,86.08,9.9,0
13.64,57.59,6.24,50.94,5.09,0
26.1,85.18,81.5,40.35,8.99,1
24.38,51.56,42.22,74.48,9.06,0
31.24,64.81,33.23,50.35,8.92,0
21.75,96.37,91.52,76.2,4.44,1
27.35,59.18,25.55,99.43,9.57,0
2.71,57.73,14.15,81.56,6.51,0
37.4,70.57,47.15,69.46,6.57,1
34.0,71.72,74.34,64.66,4.21,0
37.53,64.13,4.18,74.62,5.01,0
7.77,59.47,71.98,52.36,6.8,0
6.69,61.71,51.58,66.26,6.67,0
22.07,84.01,67.69,91.56,5.8,1
33.71,55.72,68.25,68.37,4.58,0
29.8,55.85,31.4,51.96,9.54,0
11.09,57.92,17.65,84.44,7.35,0
19.53,95.26,2.06,59.22,6.53,0
10.18,92.58,2.27,98.34,7.66,0
23.0,97.46,87.04,47.92,9.46,1
23.13,96.9,50.89,90.88,5.27,1
4.24,53.11,32.62,70.11,7.34,0
25.68,90.73,91.22,69.33,7.18,1
4.78,67.32,92.7,44.63,7.45,0
2.09,90.61,53.69,83.22,9.76,0
34.35,97.33,55.09,49.41,6.63,1
10.69,85.38,63.34,46.16,6.38,1
19.14,92.27,69.8,60.2,5.21,0
37.58,77.92,33.45,77.79,4.82,1
25.39,76.22,74.09,56.88,9.53,1
15.53,97.42,1.96,53.13,5.02,0
34.22,71.32,80.9,88.74,7.31,1
9.37,54.82,67.59,83.34,9.71,0
20.04,60.78,87.01,49.36,4.95,0
23.06,83.82,62.07,69.23,4.02,1
23.85,70.31,59.95,70.27,4.71,0
1.68,88.65,23.17,75.72,5.94,0
15.7,76.72,41.65,90.45,5.57,1
21.08,56.73,78.31,97.44,8.81,0
18.86,83.1,50.82,95.38,6.49,1
33.06,97.5,74.22,52.26,8.94,1
29.19,75.62,98.05,90.23,8.99,1
37.35,94.01,45.45,76.77,6.56,1
9.73,98.57,20.72,48.21,5.58,0
7.09,64.25,44.43,76.17,7.38,0
8.93,76.29,33.67,62.22,5.18,0
26.6,50.95,21.16,44.75,9.34,0
10.82,76.06,98.94,87.14,4.4,1
26.92,60.65,45.21,50.42,8.84,0
27.65,70.66,98.05,79.4,6.32,1
4.17,53.22,70.96,80.08,4.49,0
29.86,89.16,38.17,99.91,6.53,1
13.24,78.72,0.03,55.48,6.94,0
9.62,82.14,39.41,42.45,9.12,0
11.09,69.58,31.14,55.4,6.1,0
35.96,54.91,45.87,75.76,6.39,1
24.6,68.34,57.01,88.26,9.74,1
26.34,80.3,62.78,84.59,6.24,1
9.47,77.92,13.22,53.16,4.38,0
15.04,87.66,61.92,95.43,7.45,1
32.61,67.49,54.42,97.45,4.64,0
14.27,97.24,12.66,72.39,6.97,1
32.69,83.91,20.48,65.51,4.61,1
8.8,77.01,53.11,68.26,9.99,1
29.56,53.13,66.06,89.12,6.09,0
5.56,78.51,16.94,46.19,6.57,0
33.07,90.9,66.33,86.59,9.38,1
27.24,67.04,31.34,81.88,5.84,1
38.34,90.65,82.95,97.76,5.44,1
2.15,93.43,38.85,42.97,4.47,0
6.14,88.12,81.39,99.76,7.5,1
2.06,69.9,23.45,82.26,7.46,0
1.65,54.12,73.84,67.41,7.7,0
34.0,78.38,53.45,89.86,4.36,1
25.63,70.42,64.56,65.15,6.7,1
26.11,68.45,45.44,67.96,7.53,1
15.67,57.07,98.56,70.35,6.44,0
3.08,83.3,69.5,71.69,5.77,0
17.82,72.14,38.87,95.52,8.59,0
7.14,68.1,74.08,44.23,6.51,0
37.45,97.1,73.51,48.14,8.79,1
35.26,69.49,12.25,83.71,4.41,0
12.74,58.65,23.15,98.12,4.11,0
1.68,53.1,71.11,96.26,5.09,0
1.82,99.34,36.77,90.29,5.64,0
21.62,68.78,40.66,91.28,5.83,0
33.1,92.04,49.63,87.77,6.96,1
14.35,53.76,77.86,48.46,7.24,0
26.64,74.9,46.48,85.84,8.94,1
34.46,69.97,27.78,70.07,9.05,1
25.81,63.26,67.94,66.48,7.33,1
1.24,87.18,86.44,55.98,9.45,0
22.49,82.49,52.15,89.35,7.44,1
7.82,53.49,70.08,46.68,4.59,0
32.2,64.25,83.48,99.28,6.55,1
17.08,63.34,15.78,84.26,9.76,0
18.13,95.66,59.95,84.37,9.11,1
12.85,61.43,73.02,43.51,6.65,0
9.95,75.65,12.5,88.56,8.15,0
7.24,98.01,45.51,93.47,5.41,0
16.9,99.61,17.75,69.67,9.38,1
21.97,75.27,46.33,65.46,7.93,1
36.14,68.65,0.8,65.98,9.22,0
16.68,72.36,74.0,70.77,5.85,0
13.55,61.01,82.07,78.12,4.76,0
32.91,99.73,82.81,85.32,8.52,1
28.15,65.87,80.72,67.39,6.6,0
5.48,58.08,5.55,76.36,6.71,0
28.59,55.96,29.1,56.13,4.52,0
38.1,93.6,23.95,59.71,6.6,0
20.39,62.58,47.86,49.66,4.92,0
20.13,66.07,91.96,50.47,5.74,0
29.22,65.23,18.67,66.33,4.43,1
8.79,87.49,78.74,62.65,4.48,1
15.31,93.75,35.51,54.34,5.33,0
13.36,63.02,10.93,85.55,4.54,0
39.84,57.14,35.7,51.79,5.65,0
7.3,85.78,20.79,98.18,8.43,0
7.78,73.46,20.32,94.24,4.86,0
18.98,54.56,98.7,96.15,9.44,0
11.7,70.9,29.91,63.71,5.11,0
34.96,53.31,79.95,76.69,7.79,1
18.02,99.1,0.71,57.56,4.5,0
27.71,95.43,6.56,98.26,4.92,1
32.91,97.62,61.12,51.73,7.07,1
11.61,92.77,68.45,83.69,6.55,1
29.58,50.84,64.38,76.0,8.22,1
16.56,56.26,87.16,98.85,5.94,1
10.93,83.64,22.61,60.6,9.91,1
35.71,57.09,32.17,72.48,4.17,1
23.04,72.76,56.29,73.9,4.41,1
20.36,60.17,14.8,96.57,8.99,0
8.04,57.57,52.17,88.76,5.8,0
36.16,55.29,60.97,69.51,4.75,0
25.88,91.98,47.19,76.25,7.61,1
37.96,91.9,78.15,76.3,5.6,1
2.73,74.46,81.75,78.57,8.24,1
5.55,80.7,26.98,58.31,9.34,0
35.22,61.54,26.59,51.16,5.41,0
18.62,95.85,10.32,63.76,7.8,1
19.21,78.66,98.89,40.56,4.58,0
9.71,81.92,17.92,49.56,7.52,0
20.05,72.41,12.77,50.89,6.33,0
18.1,83.68,53.37,67.81,8.75,0
29.11,82.34,81.1,40.41,8.55,1
25.78,98.7,9.0,53.56,8.87,0
32.16,79.99,26.62,41.02,6.1,1
31.54,58.31,93.01,90.18,5.9,1
17.44,85.82,51.1,94.78,9.15,1
12.76,64.85,17.33,62.34,7.0,0
13.74,61.26,21.98,85.84,9.4,0
39.61,73.11,74.75,47.34,7.1,0
16.96,76.93,45.78,99.33,4.53,0
30.46,51.98,57.7,53.45,4.69,0
4.23,79.3,71.2,74.7,4.66,0
17.75,83.66,18.51,87.86,5.39,0
13.83,95.48,82.97,72.62,8.34,1
7.25,77.17,4.02,82.0,8.66,0
1.93,55.01,15.25,45.06,8.29,0
10.83,78.86,90.06,48.64,5.56,0
31.94,92.95,10.5,62.15,9.13,1
12.6,83.62,52.52,53.53,4.45,0
35.05,92.34,23.18,99.27,5.71,1
23.58,56.78,66.41,66.05,7.85,0
32.38,75.23,89.11,49.2,6.67,1
39.98,77.38,84.79,45.49,9.68,1
25.98,91.87,75.32,98.16,9.77,1
14.29,66.27,65.62,48.0,8.39,0
13.09,85.89,96.48,56.83,4.88,1
38.93,79.75,18.2,82.7,9.29,1
28.87,65.42,62.67,92.8,7.5,1
20.6,79.2,92.72,52.6,7.29,1
9.35,91.47,20.46,88.58,6.04,0
20.11,74.22,29.35,94.25,8.06,1
30.72,50.67,76.72,82.31,6.81,1
39.01,61.23,76.16,72.26,6.35,1
27.24,70.57,64.91,74.31,7.61,1
1.96,84.11,6.98,57.91,8.22,0
19.14,96.08,46.8,89.96,4.25,1
33.28,68.05,66.52,90.64,4.29,1
20.91,62.44,80.48,64.86,7.2,1
14.42,55.04,84.5,83.48,4.66,0
34.58,86.7,69.39,99.73,5.35,1
23.53,85.5,57.48,79.53,9.1,1
20.67,81.84,34.2,62.24,4.8,0
19.97,90.48,73.47,62.98,4.7,0
27.58,72.4,35.23,82.61,5.48,1
18.76,55.89,51.51,45.77,7.22,0
23.12,66.57,2.47,85.04,6.88,0
12.25,58.66,14.92,70.4,6.0,0
7.7,96.93,30.97,70.92,4.97,0
32.98,95.07,46.45,49.74,8.09,1
13.45,81.33,56.97,56.08,8.79,0
5.9,96.96,20.14,54.46,5.94,0
8.19,97.53,52.97,89.68,8.31,1
17.09,95.46,63.72,80.38,5.59,1
12.13,64.84,44.71,44.11,6.56,0
28.11,51.53,54.24,68.47,9.11,0
14.65,75.86,33.08,64.67,5.23,1
23.85,82.19,25.11,49.31,6.65,1
7.52,73.39,77.58,94.6,5.24,0
6.33,98.92,29.53,64.34,8.7,1
36.35,84.77,1.79,76.89,5.55,1
34.72,79.52,75.05,65.29,6.41,1
36.01,88.8,29.83,40.37,7.74,0
20.24,76.54,27.31,92.4,8.81,0
3.75,93.59,38.04,70.25,7.61,1
13.1,73.3,46.27,73.98,4.06,0
35.37,55.21,80.47,91.48,9.57,1
17.48,59.9,15.94,89.83,5.69,0
13.75,72.34,53.28,51.03,8.75,0
12.52,72.01,0.97,82.83,5.75,0
22.43,96.34,6.22,49.75,4.57,0
18.64,71.57,65.34,91.64,5.43,0
15.62,54.11,92.78,90.6,8.55,1
17.5,73.94,6.05,61.19,5.28,0
11.4,85.64,27.07,85.56,8.27,1
8.48,61.44,8.94,56.96,4.28,0
8.87,93.59,4.44,90.44,4.68,0
2.5,50.37,59.16,78.14,4.58,0
37.88,85.23,88.11,42.24,8.65,1
38.3,62.48,12.08,63.04,4.17,0
5.01,86.46,58.67,93.56,9.92,0
3.88,80.33,17.55,68.5,5.71,1
17.23,95.1,40.81,77.39,5.5,1
30.79,54.4,29.18,82.63,8.43,0
33.22,74.45,16.48,73.44,7.13,0
1.83,80.38,33.34,63.56,9.68,0
12.05,93.24,71.57,91.37,7.53,1
21.88,50.77,17.66,91.02,6.52,0
6.27,89.73,41.47,68.29,4.69,0
38.83,73.84,59.36,64.07,8.29,1
10.8,94.81,96.22,53.14,9.9,1
21.72,54.88,22.94,80.44,8.18,0
5.28,61.43,58.63,97.81,6.57,0
14.22,74.6,3.15,56.04,5.78,0
5.8,84.36,25.03,69.8,4.21,0
36.56,56.45,51.45,64.13,5.96,0
38.04,80.36,50.38,79.36,6.32,1
22.11,71.78,99.89,50.89,9.7,1
14.64,67.33,19.43,73.33,6.72,0
13.62,85.73,63.18,93.79,5.1,1
37.02,78.29,6.33,45.32,8.84,0
25.15,54.5,88.07,59.11,4.55,0
16.97,69.39,8.86,44.3,8.75,0
31.09,51.83,47.43,72.86,9.83,0
21.88,68.91,73.95,92.48,9.3,1
9.5,96.2,54.02,73.16,9.23,0
10.3,81.46,29.7,90.95,9.32,0
11.73,85.64,84.68,49.26,7.22,0
1.62,64.67,78.34,42.04,4.3,0
10.98,84.16,89.69,87.55,7.12,1
24.84,97.97,58.75,50.36,4.97,1
30.38,86.94,44.61,87.45,6.94,1
5.42,92.84,81.02,83.79,8.92,1
38.92,57.33,68.36,98.96,4.7,1
20.06,74.81,25.46,43.66,7.95,0
3.43,60.04,34.24,72.03,7.5,0
37.66,79.35,58.7,83.47,7.93,1
11.6,81.41,4.18,52.19,9.69,0
13.08,53.04,12.57,69.5,8.91,0
18.91,98.8,43.68,48.37,9.29,1
13.65,87.67,25.28,52.35,8.79,0
7.93,82.57,81.23,43.61,5.14,0
5.96,66.33,45.93,46.62,4.25,0
20.88,68.33,79.74,61.65,6.28,0
3.75,53.33,28.93,54.05,8.09,0
28.68,56.23,6.81,73.66,4.1,0
14.33,68.68,95.93,58.67,5.2,0
39.71,88.53,33.44,56.25,8.5,1
3.45,86.74,62.8,61.92,5.19,1
2.89,59.55,42.04,53.21,7.96,0
10.82,64.17,73.95,46.32,5.76,0
14.71,52.99,63.81,88.39,5.55,0
32.72,85.97,60.55,42.93,7.61,1
33.36,96.45,18.52,80.19,4.79,1
29.22,71.62,69.48,89.74,5.9,1
33.2,63.27,62.41,70.05,8.89,0
29.41,61.59,41.29,71.71,6.76,1
35.05,89.14,32.96,57.99,7.05,1
19.12,82.62,83.71,46.35,6.73,1
11.78,99.32,17.29,44.42,5.6,0
25.55,97.57,68.31,45.95,4.07,1
15.22,53.65,33.09,54.97,5.06,0
3.64,59.03,36.74,61.69,8.37,0
34.38,57.29,43.17,66.46,6.85,0
33.53,75.19,90.14,49.75,9.15,1
20.36,70.11,1.68,69.62,7.78,0
19.17,89.46,5.29,52.69,8.83,0
5.64,59.91,65.29,84.11,7.83,0
5.91,55.05,4.3,56.28,4.36,0
32.11,81.52,69.53,48.2,7.8,1
34.31,58.92,61.86,89.71,4.11,1
1.22,90.48,74.82,84.8,7.69,1
31.57,63.21,0.55,52.79,6.85,0
21.9,69.46,34.42,87.72,4.07,0
18.06,67.27,34.3,55.52,7.97,0
19.54,97.39,1.2,76.72,7.63,1
28.81,62.96,18.4,84.09,7.43,0
1.09,71.04,47.63,92.62,7.27,1
3.45,70.49,17.78,40.34,9.43,0
33.81,92.55,18.63,99.37,8.66,1
39.91,90.84,60.93,50.03,8.31,1
10.42,92.66,28.66,83.0,9.74,0
16.6,81.21,36.53,89.57,5.21,1
28.38,62.6,36.58,66.53,8.5,1
26.93,59.86,23.82,72.11,4.05,0
31.57,55.94,32.98,54.01,8.98,0
36.65,78.58,22.31,60.38,6.2,0
11.3,69.34,42.27,43.22,5.71,0
21.56,52.75,21.15,48.95,7.19,0
6.48,85.61,12.45,75.58,5.56,0
38.84,73.14,77.3,51.34,9.05,1
30.54,52.94,88.81,79.25,5.48,0
8.31,72.13,90.02,55.4,5.22,0
29.85,97.36,23.53,67.8,4.21,0
32.15,58.9,80.21,50.82,4.36,0
6.32,81.94,43.99,69.78,9.71,0
20.47,71.37,25.45,46.3,5.98,0
33.09,66.46,18.07,49.93,8.29,0
14.54,57.53,6.77,80.96,5.98,0
2.97,68.95,50.04,72.01,9.7,0
14.42,51.33,63.13,91.4,4.72,0
31.5,68.61,76.98,96.91,6.09,1
4.92,78.27,75.07,49.05,8.68,0
13.1,66.65,82.89,61.2,4.07,0
34.29,57.64,22.84,86.08,5.79,0
7.32,71.59,77.69,46.23,9.38,0
16.16,67.87,18.13,66.86,9.73,0
22.61,99.17,64.81,49.62,9.13,1
7.94,78.19,85.07,73.29,9.35,1
28.33,72.88,0.25,80.38,9.05,0
31.47,98.0,99.11,99.48,8.02,1
25.75,89.19,3.13,84.08,9.71,0
34.61,67.63,64.36,73.45,8.48,1
6.1,73.3,14.12,46.79,6.71,0
1.13,75.8,99.8,46.65,5.85,0
11.41,60.34,8.9,56.95,7.59,0
33.76,56.62,98.32,40.13,5.45,1
5.95,57.73,40.87,74.05,7.91,0
30.79,68.2,18.23,78.99,8.72,0
37.24,54.63,25.5,65.46,8.84,0
22.87,59.86,58.03,71.98,4.19,0
35.44,55.13,2.29,64.63,5.2,0
10.68,50.79,87.86,44.57,7.49,0
29.19,69.67,34.5,92.23,4.14,1
31.43,72.26,24.8,85.95,7.13,1
20.01,87.32,44.97,64.12,9.0,1
24.51,78.35,14.96,77.17,9.25,1
4.47,92.9,89.62,52.87,4.37,0
11.78,84.31,99.21,72.06,8.41,1
3.99,90.89,38.67,92.57,7.44,0
10.34,78.29,6.07,40.53,5.59,0
35.81,76.47,99.08,61.1,5.67,1
2.2,98.35,81.93,43.63,4.77,0
20.38,70.66,61.79,49.9,9.07,1
21.38,76.25,84.83,46.77,8.79,1
12.15,84.95,68.77,77.88,9.77,1
31.48,74.31,64.97,56.65,5.52,0
23.99,70.91,12.11,47.6,8.27,0
8.61,83.39,82.94,52.13,9.64,1
19.38,52.41,88.96,73.35,7.77,0
1.91,92.94,67.62,65.96,5.47,0
1.7,98.87,3.02,61.15,9.61,0
29.66,80.67,46.05,89.44,8.49,1
7.72,73.42,95.77,45.55,8.79,1
38.77,72.66,89.09,49.85,7.23,1
14.97,78.13,85.69,84.47,5.46,1
28.25,86.49,53.0,96.88,6.0,1
19.04,64.96,16.33,91.44,6.15,1
16.97,65.84,40.01,83.16,8.29,1
27.05,56.88,77.66,46.94,8.88,0
25.42,86.37,82.94,99.66,6.43,1
35.2,68.64,94.47,70.66,7.77,1
4.29,91.81,48.67,97.25,6.85,0
20.76,74.04,65.77,54.59,4.1,1
24.7,55.7,14.86,51.14,9.42,0
26.34,99.99,62.75,90.06,9.8,1
25.39,90.88,54.86,60.84,6.66,1
15.35,63.48,38.42,62.88,6.73,0
2.21,54.05,10.16,48.28,8.47,0
28.83,51.61,7.35,90.96,6.0,0
2.71,89.35,44.36,75.04,6.21,0
19.36,55.34,51.19,57.56,4.31,0
29.05,62.84,8.63,75.26,5.2,0
11.67,54.92,27.04,57.69,4.88,0
2.08,98.07,72.53,86.1,9.51,0
4.62,66.58,78.49,48.67,4.55,0
6.43,61.8,72.2,61.64,5.37,0
26.94,85.86,27.99,96.81,5.11,1
26.49,82.49,96.78,87.32,6.26,1
39.16,67.15,32.77,92.39,5.52,1
13.63,77.99,84.83,58.97,7.14,0
6.12,81.34,68.48,78.53,7.79,1
7.73,70.7,41.39,43.61,5.63,0
2.25,90.14,33.32,78.93,4.25,0
33.13,87.49,60.81,53.31,9.86,1
3.97,92.73,23.09,50.73,8.09,0
35.85,54.71,45.43,60.95,4.67,0
2.89,79.18,59.28,78.22,9.86,0
32.72,86.46,74.21,44.23,6.42,1
8.63,50.86,22.14,63.44,9.38,0
1.9,80.37,6.78,55.16,8.22,0
28.36,68.01,18.68,82.54,4.5,0
1.1,94.2,63.69,92.7,7.63,1
12.61,91.46,80.36,63.21,6.67,1
3.23,62.59,21.87,65.69,4.74,0
5.73,89.72,56.1,93.4,4.04,0
5.89,56.81,38.97,42.81,9.91,0
29.2,89.08,2.69,83.32,5.75,0
38.91,84.29,9.1,97.29,8.67,1
10.54,91.31,3.15,69.86,5.75,0
16.56,76.14,48.44,44.57,8.31,0
15.6,88.6,73.31,66.83,5.16,1
11.02,86.55,6.09,72.18,4.66,0
28.8,52.89,27.65,52.58,8.42,0
11.58,75.75,3.38,74.43,5.71,0
21.06,78.04,19.25,48.9,8.76,1
6.06,95.15,61.88,52.84,7.35,1
34.07,77.5,43.73,95.16,6.02,1
27.81,95.01,24.78,41.02,4.47,0
22.01,61.96,27.48,86.44,5.56,0
24.95,71.62,12.66,74.32,4.28,0
9.75,76.33,63.77,48.13,7.9,0
33.92,67.47,77.76,99.54,5.44,1
5.77,67.0,58.08,56.3,5.06,0
35.36,58.05,40.3,51.54,6.06,1
24.91,58.62,17.62,54.85,6.98,0
37.67,92.53,72.72,68.48,9.45,1
12.24,86.91,9.97,80.21,8.0,0
37.48,72.02,23.78,63.0,8.91,0
25.89,88.84,70.25,75.19,5.77,1
1.39,57.49,3.9,85.38,5.25,0
5.01,60.48,53.41,60.35,8.46,0
24.12,79.44,13.58,94.09,6.62,0
4.71,55.22,61.99,97.04,8.18,0
30.17,83.5,93.04,88.94,4.11,1
27.21,66.03,42.25,53.34,9.07,0
8.31,94.74,6.66,69.28,5.6,0
25.84,81.43,3.05,55.68,7.12,0
23.1,72.08,93.94,87.88,8.66,1
10.61,77.09,46.85,50.58,4.74,0
28.59,61.39,90.64,57.33,8.64,1
10.8,51.71,41.17,56.51,9.41,0
34.72,52.78,30.7,96.19,7.04,0
16.45,70.05,27.51,91.29,7.09,0
20.32,92.39,51.01,67.52,8.25,1
26.79,84.56,74.83,98.05,9.21,1
35.44,82.17,60.31,58.78,7.0,1
18.79,97.64,62.15,80.18,4.42,1
26.54,94.69,14.52,47.15,7.39,0
24.28,71.44,59.41,46.98,9.31,0
3.81,87.16,21.67,56.28,5.41,0
25.68,75.21,78.61,94.07,4.31,1
2.81,84.79,19.11,70.05,9.09,0
20.72,72.28,29.97,54.48,8.39,1
5.15,78.91,9.24,61.26,5.24,0
24.74,58.14,90.48,47.57,4.19,1
29.12,87.19,23.18,65.5,8.91,1
31.65,52.42,9.3,63.73,4.11,0
24.01,53.08,26.28,81.31,6.44,1
39.58,77.51,39.37,88.59,8.12,1
15.04,82.21,18.67,81.6,9.24,0
1.44,64.51,47.14,48.57,7.79,0
32.92,94.89,98.59,59.69,6.06,1
18.64,75.02,96.32,59.68,5.94,0
22.16,56.41,16.6,99.7,5.13,0
34.03,94.78,73.25,87.6,6.01,1
11.22,78.56,23.24,55.6,4.54,0
13.74,84.4,95.53,46.71,9.91,0
4.77,68.01,41.7,65.29,8.51,0
27.59,92.8,37.94,51.95,8.34,1
9.31,81.1,98.21,81.81,5.14,1
34.28,80.69,51.84,99.43,4.93,1
24.8,66.92,16.94,48.08,7.96,0
36.54,96.28,57.84,40.24,7.53,1
3.38,98.45,73.12,91.53,8.63,1
39.68,83.16,69.95,92.34,9.57,1
16.51,51.17,74.22,85.43,7.38,1
22.28,90.32,75.89,82.21,8.07,1
26.11,74.72,94.12,59.3,7.76,1
19.93,98.67,59.12,49.34,8.28,1
21.59,62.77,53.34,66.78,8.91,0
17.27,53.97,79.88,51.2,8.27,0
8.29,92.14,8.48,71.85,7.58,1
38.81,75.08,36.68,61.29,7.64,0
32.24,67.87,62.12,75.1,7.73,1
24.32,71.58,40.91,99.11,8.23,1
3.21,97.14,72.85,53.24,8.9,0
35.89,52.2,54.38,76.8,4.28,1
